,Unnamed: 0_x,sex,row_number,liters_drunk,age_kid,age_adult,age_old,drink,check_number,label,Unnamed: 0_y,session_start,morning,day,evening
2319,2800,1,35.0,5,0,0,1,0,8016,1,9477,08:42:00.000,Morning session,NaN,NaN
2320,2801,Не указан,29.0,0,0,1,0,1,113,0,868,06:00:00.000,Morning session,NaN,NaN
2321,2802,Не указан,81.0,0,0,1,0,0,9683,1,2786,21:00:00.000,NaN,NaN,Evening session
2322,2804,0,32.0,3,1,0,0,0,8637,1,833,06:00:00.000,Morning session,NaN,NaN
2323,2805,0,97.0,5,0,0,1,0,9666,0,1148,23:42:00.000,NaN,NaN,Evening session
2324,2806,1,9.0,1,0,1,0,0,7986,0,5714,06:00:00.000,Morning session,NaN,NaN
2325,2808,1,73.0,3,0,0,1,0,6539,0,6495,22:15:00.000,NaN,NaN,Evening session
2326,2809,1,47.0,2,0,0,1,0,4132,0,4287,06:00:00.000,Morning session,NaN,NaN
2327,2810,0,14.0,0,0,1,0,0,8306,0,2577,15:00:00.000,NaN,Day session,NaN
2328,2811,Не указан,100.0,4,1,0,0,0,8296,1,288,22:15:00.000,NaN,NaN,Evening session
2329,2813,Не указан,38.0,1,0,0,1,0,4539,0,9488,23:42:00.000,NaN,NaN,Evening session
2330,2814,1,66.0,5,0,0,1,0,565,0,7483,15:34:00.000,NaN,Day session,NaN
2331,2815,1,57.0,5,0,0,1,0,8317,1,3267,23:42:00.000,NaN,NaN,Evening session
2332,2817,0,63.0,0,1,0,0,0,9494,0,7095,22:30:00.000,NaN,NaN,Evening session
2333,2818,0,89.0,0,0,1,0,0,3512,1,7256,14:15:00.000,NaN,Day session,NaN
2334,2819,0,40.0,2,0,1,0,1,8363,1,3292,15:30:00.000,NaN,Day session,NaN
2335,2821,1,82.0,0,0,1,0,0,9585,1,176,06:00:00.000,Morning session,NaN,NaN
2336,2822,Не указан,27.0,3,0,0,1,1,5097,0,6292,21:00:00.000,NaN,NaN,Evening session
2337,2823,1,19.0,1,0,0,1,0,9875,1,6325,07:00:00.000,Morning session,NaN,NaN
2338,2824,1,65.0,2,0,1,0,0,2226,0,1360,21:00:00.000,NaN,NaN,Evening session
2339,2825,0,62.0,4,0,1,0,0,6827,1,9677,23:42:00.000,NaN,NaN,Evening session
2340,2826,0,89.0,2,0,0,1,1,9555,0,1366,21:00:00.000,NaN,NaN,Evening session
2341,2827,0,12.0,2,0,1,0,1,6854,0,9376,21:00:00.000,NaN,NaN,Evening session
2342,2828,0,67.0,3,0,0,1,1,8873,1,9703,22:15:00.000,NaN,NaN,Evening session
2343,2831,1,70.0,5,0,1,0,1,7060,1,2273,22:30:00.000,NaN,NaN,Evening session
2344,2832,0,36.0,3,0,0,1,0,9004,1,8832,15:30:00.000,NaN,Day session,NaN
2345,2834,0,32.0,2,0,0,1,1,3675,1,3121,06:00:00.000,Morning session,NaN,NaN
2346,2835,1,95.0,4,0,1,0,0,6680,1,4145,15:34:00.000,NaN,Day session,NaN
2347,2836,1,83.0,5,0,0,1,1,8382,1,8118,15:30:00.000,NaN,Day session,NaN
2348,2837,0,100.0,0,0,1,0,1,4754,1,5354,14:15:00.000,NaN,Day session,NaN
2349,2838,0,33.0,1,0,0,1,1,983,1,5007,07:30:00.000,Morning session,NaN,NaN
2350,2839,1,79.0,0,0,0,1,0,7649,1,4019,14:15:00.000,NaN,Day session,NaN
2351,2841,Не указан,1.0,4,0,1,0,1,6478,0,3976,06:00:00.000,Morning session,NaN,NaN
2352,2844,1,17.0,1,0,0,1,1,8034,0,4722,22:15:00.000,NaN,NaN,Evening session
2353,2845,0,72.0,0,0,1,0,0,687,0,4890,07:00:00.000,Morning session,NaN,NaN
2354,2846,0,47.0,2,0,0,1,0,2975,0,9983,07:00:00.000,Morning session,NaN,NaN
2355,2847,1,16.0,0,0,0,1,1,6005,1,5510,22:30:00.000,NaN,NaN,Evening session
2356,2848,0,19.0,3,0,0,1,1,3042,0,1799,14:00:00.000,NaN,Day session,NaN
2357,2849,1,28.0,4,0,1,0,1,8414,1,5089,08:42:00.000,Morning session,NaN,NaN
2358,2851,1,1.0,1,1,0,0,0,7611,1,2672,07:00:00.000,Morning session,NaN,NaN
2359,2852,1,43.0,1,0,0,1,0,3218,1,2738,07:00:00.000,Morning session,NaN,NaN
2360,2853,Не указан,81.0,2,0,0,1,0,1689,1,4194,22:30:00.000,NaN,NaN,Evening session
2361,2854,0,45.0,4,0,1,0,0,8945,1,164,21:00:00.000,NaN,NaN,Evening session
2362,2855,1,79.0,1,1,0,0,0,6427,0,6994,08:42:00.000,Morning session,NaN,NaN
2363,2857,1,77.0,4,0,0,1,0,6497,0,565,21:00:00.000,NaN,NaN,Evening session
2364,2858,1,51.0,5,1,0,0,0,6113,1,2671,07:00:00.000,Morning session,NaN,NaN
2365,2859,Не указан,92.0,2,0,0,1,1,4467,1,8964,15:30:00.000,NaN,Day session,NaN
2366,2860,0,22.0,5,0,0,1,1,9639,1,3652,15:34:00.000,NaN,Day session,NaN
2367,2862,1,87.0,1,0,0,1,0,7517,0,3128,14:15:00.000,NaN,Day session,NaN
2368,2863,Не указан,0.0,5,0,0,1,0,4705,0,8914,22:30:00.000,NaN,NaN,Evening session
2369,2864,0,55.0,4,0,0,1,1,7235,0,5499,15:30:00.000,NaN,Day session,NaN
2370,2865,0,26.0,5,0,1,0,0,8947,1,2550,14:00:00.000,NaN,Day session,NaN
2371,2866,0,82.0,0,0,1,0,0,8475,1,5609,07:30:00.000,Morning session,NaN,NaN
2372,2867,Не указан,10.0,2,1,0,0,0,3187,1,7446,22:30:00.000,NaN,NaN,Evening session
2373,2868,0,20.0,4,0,0,1,0,1050,1,9249,15:34:00.000,NaN,Day session,NaN
2374,2869,1,19.0,5,0,1,0,1,7706,1,3696,14:15:00.000,NaN,Day session,NaN
2375,2870,1,77.0,0,0,1,0,1,7088,1,6254,15:34:00.000,NaN,Day session,NaN
2376,2871,Не указан,95.0,3,0,0,1,0,3188,1,3361,21:00:00.000,NaN,NaN,Evening session
2377,2872,1,90.0,5,0,0,1,1,540,0,6980,21:00:00.000,NaN,NaN,Evening session
2378,2873,1,45.0,4,0,1,0,0,3969,0,4810,14:15:00.000,NaN,Day session,NaN
2379,2874,0,30.0,0,0,0,1,0,4987,1,7843,21:00:00.000,NaN,NaN,Evening session
2380,2875,1,8.0,2,0,0,1,1,593,1,6521,14:00:00.000,NaN,Day session,NaN
2381,2876,0,60.0,0,1,0,0,0,3869,0,3335,06:15:00.000,Morning session,NaN,NaN
2382,2877,1,26.0,2,0,0,1,0,2936,0,47,14:15:00.000,NaN,Day session,NaN
2383,2878,0,43.0,5,0,0,1,0,7445,0,1411,15:30:00.000,NaN,Day session,NaN
2384,2879,0,96.0,1,1,0,0,0,4068,0,7070,06:00:00.000,Morning session,NaN,NaN
2385,2880,1,41.0,5,0,1,0,0,326,0,2245,14:00:00.000,NaN,Day session,NaN
2386,2881,0,87.0,5,0,1,0,1,2090,1,1437,22:15:00.000,NaN,NaN,Evening session
2387,2882,1,64.0,5,0,1,0,1,3902,1,1808,21:00:00.000,NaN,NaN,Evening session
2388,2883,1,100.0,2,0,1,0,0,4295,0,8519,07:30:00.000,Morning session,NaN,NaN
2389,2884,0,4.0,4,0,0,1,0,3673,0,4461,15:00:00.000,NaN,Day session,NaN
2390,2885,1,21.0,0,0,1,0,0,4665,0,9102,14:15:00.000,NaN,Day session,NaN
2391,2886,1,7.0,2,0,0,1,0,2442,0,3424,07:30:00.000,Morning session,NaN,NaN
2392,2887,1,41.0,4,0,1,0,1,2684,1,8903,07:30:00.000,Morning session,NaN,NaN
2393,2888,1,76.0,5,0,1,0,1,790,1,8260,23:42:00.000,NaN,NaN,Evening session
2394,2889,1,100.0,0,0,0,1,0,7884,1,6314,21:00:00.000,NaN,NaN,Evening session
2395,2891,1,100.0,4,1,0,0,0,7016,0,8073,21:00:00.000,NaN,NaN,Evening session
2396,2893,Не указан,45.0,4,0,0,1,1,7643,1,1989,07:30:00.000,Morning session,NaN,NaN
2397,2894,0,64.0,3,0,1,0,1,4301,1,5865,07:00:00.000,Morning session,NaN,NaN
2398,2895,Не указан,54.0,0,0,1,0,0,8183,1,6212,07:30:00.000,Morning session,NaN,NaN
2399,2896,1,28.0,2,0,1,0,1,762,0,261,07:00:00.000,Morning session,NaN,NaN
2400,2897,1,6.0,2,0,0,1,1,6684,0,8922,21:00:00.000,NaN,NaN,Evening session
2401,2898,Не указан,73.0,4,0,0,1,1,376,0,7143,14:15:00.000,NaN,Day session,NaN
2402,2900,1,72.0,1,0,1,0,0,3473,1,2559,22:30:00.000,NaN,NaN,Evening session
2403,2902,1,100.0,1,0,1,0,0,9567,1,2697,22:15:00.000,NaN,NaN,Evening session
2404,2903,0,39.0,0,1,0,0,0,5322,0,9946,07:30:00.000,Morning session,NaN,NaN
2405,2904,0,30.0,2,0,1,0,1,1802,1,6889,21:00:00.000,NaN,NaN,Evening session
2406,2905,1,28.0,1,1,0,0,0,8148,0,2368,06:15:00.000,Morning session,NaN,NaN
2407,2906,Не указан,95.0,2,0,1,0,1,5748,1,9903,14:15:00.000,NaN,Day session,NaN
2408,2907,Не указан,56.0,0,0,0,1,0,7857,0,5100,07:30:00.000,Morning session,NaN,NaN
2409,2910,1,68.0,2,0,1,0,0,3461,1,4874,21:00:00.000,NaN,NaN,Evening session
2410,2912,1,99.0,2,0,1,0,0,262,1,144,22:30:00.000,NaN,NaN,Evening session
2411,2913,Не указан,24.0,4,0,1,0,0,1195,0,1269,15:34:00.000,NaN,Day session,NaN
2412,2914,0,100.0,4,0,1,0,1,9657,0,9680,14:15:00.000,NaN,Day session,NaN
2413,2915,1,56.0,4,0,1,0,0,8362,1,6644,21:00:00.000,NaN,NaN,Evening session
2414,2916,1,3.0,0,0,0,1,1,9755,1,1964,07:00:00.000,Morning session,NaN,NaN
2415,2917,0,34.0,2,0,0,1,1,3378,0,161,14:15:00.000,NaN,Day session,NaN
2416,2919,1,65.0,5,0,0,1,0,9332,1,8499,22:30:00.000,NaN,NaN,Evening session
2417,2920,0,55.0,0,0,0,1,0,6434,0,3399,15:30:00.000,NaN,Day session,NaN
2418,2921,1,59.0,3,0,0,1,0,8580,1,4678,15:00:00.000,NaN,Day session,NaN
2419,2922,Не указан,93.0,2,0,0,1,0,9416,1,1956,21:00:00.000,NaN,NaN,Evening session
2420,2923,1,69.0,3,0,0,1,0,9758,0,3304,06:00:00.000,Morning session,NaN,NaN
2421,2924,0,50.0,2,0,0,1,0,707,1,7934,22:30:00.000,NaN,NaN,Evening session
2422,2926,0,39.0,1,0,1,0,0,6651,1,5864,07:30:00.000,Morning session,NaN,NaN
2423,2927,1,31.0,5,0,1,0,1,5934,1,4633,08:42:00.000,Morning session,NaN,NaN
2424,2928,Не указан,84.0,3,0,1,0,1,5033,1,2048,06:00:00.000,Morning session,NaN,NaN
2425,2929,1,41.0,4,0,0,1,1,8275,0,516,08:42:00.000,Morning session,NaN,NaN
2426,2930,1,92.0,5,1,0,0,0,6580,1,9875,07:30:00.000,Morning session,NaN,NaN
2427,2931,1,14.0,5,0,1,0,0,2469,1,8820,07:30:00.000,Morning session,NaN,NaN
2428,2932,1,65.0,1,0,1,0,0,2359,1,523,15:00:00.000,NaN,Day session,NaN
2429,2933,0,83.0,5,0,1,0,1,792,1,6520,06:15:00.000,Morning session,NaN,NaN
2430,2934,1,19.0,4,0,0,1,0,6395,1,9329,07:30:00.000,Morning session,NaN,NaN
2431,2935,Не указан,15.0,4,0,0,1,0,3341,1,3766,23:42:00.000,NaN,NaN,Evening session
2432,2936,Не указан,28.0,4,0,0,1,1,9573,1,862,06:00:00.000,Morning session,NaN,NaN
2433,2937,0,63.0,4,0,1,0,0,5214,0,6279,08:42:00.000,Morning session,NaN,NaN
2434,2939,0,80.0,5,0,0,1,0,4062,1,7385,14:00:00.000,NaN,Day session,NaN
2435,2940,1,100.0,0,0,1,0,0,5413,1,4978,15:00:00.000,NaN,Day session,NaN
2436,2942,1,47.0,3,0,1,0,0,6513,1,1536,07:00:00.000,Morning session,NaN,NaN
2437,2943,0,83.0,1,0,1,0,0,5066,1,6855,21:00:00.000,NaN,NaN,Evening session
2438,2944,0,97.0,1,1,0,0,0,813,1,4965,07:00:00.000,Morning session,NaN,NaN
2439,2945,Не указан,56.0,2,0,1,0,1,2783,0,8462,14:00:00.000,NaN,Day session,NaN
2440,2946,1,52.0,2,0,1,0,0,6898,1,6602,22:15:00.000,NaN,NaN,Evening session
2441,2947,0,100.0,4,0,0,1,0,14,1,6354,23:42:00.000,NaN,NaN,Evening session
2442,2948,0,6.0,2,0,1,0,1,808,1,3298,22:15:00.000,NaN,NaN,Evening session
2443,2949,0,10.0,1,0,0,1,0,5985,0,6103,06:00:00.000,Morning session,NaN,NaN
2444,2950,1,74.0,0,0,1,0,1,5145,0,1145,22:30:00.000,NaN,NaN,Evening session
2445,2951,0,63.0,1,0,1,0,0,6874,0,9773,06:00:00.000,Morning session,NaN,NaN
2446,2952,1,92.0,3,0,0,1,0,3235,1,9365,06:00:00.000,Morning session,NaN,NaN
2447,2953,1,61.0,2,0,0,1,0,5791,1,6127,22:15:00.000,NaN,NaN,Evening session
2448,2954,0,78.0,0,0,1,0,0,2958,1,1258,06:15:00.000,Morning session,NaN,NaN
2449,2955,0,38.0,0,0,0,1,0,1854,1,7902,15:00:00.000,NaN,Day session,NaN
2450,2956,0,43.0,3,0,0,1,0,6319,1,978,21:00:00.000,NaN,NaN,Evening session
2451,2957,1,60.0,3,0,0,1,1,4731,1,9921,21:00:00.000,NaN,NaN,Evening session
2452,2958,1,79.0,3,0,1,0,0,260,1,7815,15:34:00.000,NaN,Day session,NaN
2453,2959,0,97.0,0,0,1,0,1,1222,0,11,15:30:00.000,NaN,Day session,NaN
2454,2960,Не указан,80.0,2,0,1,0,1,8634,0,5690,15:30:00.000,NaN,Day session,NaN
2455,2961,1,100.0,0,0,1,0,1,7333,0,453,07:00:00.000,Morning session,NaN,NaN
2456,2962,1,67.0,3,0,0,1,1,6138,0,8041,07:00:00.000,Morning session,NaN,NaN
2457,2963,1,53.0,5,1,0,0,0,7070,1,4511,21:00:00.000,NaN,NaN,Evening session
2458,2964,1,81.0,2,0,1,0,0,7508,1,8116,07:00:00.000,Morning session,NaN,NaN
2459,2965,1,88.0,2,0,1,0,1,5006,0,9568,21:00:00.000,NaN,NaN,Evening session
2460,2966,1,4.0,4,0,1,0,0,8743,1,3130,22:30:00.000,NaN,NaN,Evening session
2461,2967,0,51.0,4,0,0,1,0,3035,1,8600,15:34:00.000,NaN,Day session,NaN
2462,2968,0,77.0,4,0,1,0,0,7973,1,6068,06:15:00.000,Morning session,NaN,NaN
2463,2969,1,12.0,2,0,0,1,1,9910,1,8401,15:30:00.000,NaN,Day session,NaN
2464,2970,0,44.0,5,0,1,0,1,2210,1,4386,15:00:00.000,NaN,Day session,NaN
2465,2971,0,71.0,3,0,0,1,1,6323,1,4804,21:00:00.000,NaN,NaN,Evening session
2466,2972,1,70.0,0,0,0,1,0,2524,1,3393,21:00:00.000,NaN,NaN,Evening session
2467,2973,0,72.0,3,0,1,0,0,8874,0,7942,21:00:00.000,NaN,NaN,Evening session
2468,2974,0,91.0,4,1,0,0,0,722,1,3057,22:15:00.000,NaN,NaN,Evening session
2469,2975,Не указан,82.0,3,0,0,1,1,7147,1,6977,14:15:00.000,NaN,Day session,NaN
2470,2976,1,100.0,2,0,0,1,0,8594,1,3627,14:00:00.000,NaN,Day session,NaN
2471,2978,0,0.0,4,0,1,0,0,3462,1,581,06:00:00.000,Morning session,NaN,NaN
2472,2979,1,6.0,0,0,0,1,0,7327,1,2832,23:42:00.000,NaN,NaN,Evening session
2473,2980,Не указан,89.0,4,0,0,1,0,5309,0,3354,14:00:00.000,NaN,Day session,NaN
2474,2981,1,41.0,2,1,0,0,0,4477,0,2332,07:30:00.000,Morning session,NaN,NaN
2475,2982,0,30.0,2,0,0,1,0,2517,0,8599,15:30:00.000,NaN,Day session,NaN
2476,2983,1,80.0,4,0,0,1,0,8344,0,9277,23:42:00.000,NaN,NaN,Evening session
2477,2984,1,42.0,0,0,0,1,1,4158,0,534,21:00:00.000,NaN,NaN,Evening session
2478,2985,1,23.0,5,0,1,0,1,4315,1,2673,22:30:00.000,NaN,NaN,Evening session
2479,2986,1,69.0,1,1,0,0,0,8840,1,7404,07:00:00.000,Morning session,NaN,NaN
2480,2987,1,88.0,0,0,1,0,1,1248,0,9942,21:00:00.000,NaN,NaN,Evening session
2481,2988,Не указан,66.0,5,0,0,1,1,69,1,3489,07:30:00.000,Morning session,NaN,NaN
2482,2989,Не указан,9.0,2,0,1,0,1,3979,0,6148,06:00:00.000,Morning session,NaN,NaN
2483,2990,0,21.0,1,0,1,0,0,4957,0,1463,22:15:00.000,NaN,NaN,Evening session
2484,2991,0,0.0,4,0,1,0,0,6140,1,6993,14:00:00.000,NaN,Day session,NaN
2485,2992,1,52.0,2,0,0,1,1,8751,0,2431,14:00:00.000,NaN,Day session,NaN
2486,2993,1,43.0,2,0,1,0,1,1369,1,2806,08:42:00.000,Morning session,NaN,NaN
2487,2995,1,40.0,5,0,0,1,1,9255,1,6400,14:15:00.000,NaN,Day session,NaN
2488,2996,1,47.0,2,0,1,0,0,6212,1,1444,22:15:00.000,NaN,NaN,Evening session
2489,2997,1,7.0,4,0,0,1,1,7889,1,3980,23:42:00.000,NaN,NaN,Evening session
2490,2998,0,36.0,1,0,1,0,1,2102,1,546,21:00:00.000,NaN,NaN,Evening session
2491,3000,Не указан,43.0,2,0,1,0,0,2600,0,5376,23:42:00.000,NaN,NaN,Evening session
2492,3001,1,42.0,0,0,1,0,0,1361,1,855,15:00:00.000,NaN,Day session,NaN
2493,3002,0,87.0,4,0,1,0,0,5890,0,8756,21:00:00.000,NaN,NaN,Evening session
2494,3003,1,47.0,3,0,0,1,0,59,1,3327,06:15:00.000,Morning session,NaN,NaN
2495,3004,Не указан,62.0,1,0,0,1,0,7548,0,1933,14:15:00.000,NaN,Day session,NaN
2496,3005,1,40.0,4,0,0,1,1,6984,0,4575,21:00:00.000,NaN,NaN,Evening session
2497,3006,1,39.0,2,0,1,0,0,5520,0,3418,21:00:00.000,NaN,NaN,Evening session
2498,3007,0,100.0,5,0,0,1,0,4058,1,2158,14:00:00.000,NaN,Day session,NaN
2499,3008,1,7.0,0,0,1,0,0,355,0,8969,07:00:00.000,Morning session,NaN,NaN
2500,3009,0,31.0,5,0,0,1,1,4961,1,6637,21:00:00.000,NaN,NaN,Evening session
2501,3010,1,0.0,3,0,0,1,1,6223,1,4623,21:00:00.000,NaN,NaN,Evening session
2502,3011,Не указан,30.0,4,1,0,0,0,8633,1,753,08:42:00.000,Morning session,NaN,NaN
2503,3012,1,92.0,4,0,1,0,1,599,1,3714,06:00:00.000,Morning session,NaN,NaN
2504,3013,Не указан,10.0,3,0,0,1,1,8870,1,3229,15:00:00.000,NaN,Day session,NaN
2505,3014,0,11.0,2,1,0,0,0,737,0,6957,06:00:00.000,Morning session,NaN,NaN
2506,3015,Не указан,26.0,1,0,1,0,1,6582,0,3758,21:00:00.000,NaN,NaN,Evening session
2507,3016,Не указан,67.0,3,0,1,0,0,2101,0,4814,14:15:00.000,NaN,Day session,NaN
2508,3017,0,82.0,2,0,1,0,1,361,0,6768,07:30:00.000,Morning session,NaN,NaN
2509,3018,0,51.0,2,0,1,0,1,3930,0,4298,15:30:00.000,NaN,Day session,NaN
2510,3019,1,99.0,0,0,0,1,1,9178,1,5105,22:30:00.000,NaN,NaN,Evening session
2511,3020,0,92.0,5,0,1,0,0,2569,1,3063,14:15:00.000,NaN,Day session,NaN
2512,3021,0,63.0,5,0,1,0,1,2638,1,9613,22:15:00.000,NaN,NaN,Evening session
2513,3023,1,86.0,5,0,1,0,1,4778,0,9056,06:00:00.000,Morning session,NaN,NaN
2514,3025,1,85.0,4,1,0,0,0,397,0,3812,22:30:00.000,NaN,NaN,Evening session
2515,3026,1,7.0,2,0,1,0,1,8644,0,7550,15:34:00.000,NaN,Day session,NaN
2516,3027,1,1.0,0,0,1,0,1,9909,1,6729,14:00:00.000,NaN,Day session,NaN
2517,3028,0,94.0,3,0,0,1,0,3353,1,6842,21:00:00.000,NaN,NaN,Evening session
2518,3029,0,62.0,3,0,0,1,1,1977,1,4696,21:00:00.000,NaN,NaN,Evening session
2519,3030,1,19.0,4,0,1,0,0,6963,0,1410,15:34:00.000,NaN,Day session,NaN
2520,3031,0,73.0,0,0,0,1,0,3633,0,3640,22:15:00.000,NaN,NaN,Evening session
2521,3032,Не указан,17.0,5,0,1,0,0,247,0,8257,15:34:00.000,NaN,Day session,NaN
2522,3035,1,7.0,5,0,0,1,1,6524,0,462,22:30:00.000,NaN,NaN,Evening session
2523,3036,1,1.0,0,0,1,0,0,3106,1,3144,15:30:00.000,NaN,Day session,NaN
2524,3038,1,22.0,2,0,0,1,1,8445,0,5304,23:42:00.000,NaN,NaN,Evening session
2525,3039,0,31.0,2,0,0,1,0,3143,0,9674,07:00:00.000,Morning session,NaN,NaN
2526,3040,Не указан,7.0,4,0,1,0,1,1287,1,3791,07:00:00.000,Morning session,NaN,NaN
2527,3042,1,32.0,5,1,0,0,0,4570,1,9279,15:00:00.000,NaN,Day session,NaN
2528,3044,0,9.0,5,0,0,1,1,9431,0,9926,06:00:00.000,Morning session,NaN,NaN
2529,3045,1,88.0,4,0,0,1,1,1023,1,5815,14:15:00.000,NaN,Day session,NaN
2530,3047,0,32.0,3,0,0,1,0,1418,0,9812,15:34:00.000,NaN,Day session,NaN
2531,3048,1,33.0,3,0,0,1,0,4350,0,211,14:00:00.000,NaN,Day session,NaN
2532,3049,0,42.0,1,0,1,0,0,4699,1,1931,06:00:00.000,Morning session,NaN,NaN
2533,3050,Не указан,47.0,1,0,0,1,1,658,1,1065,22:15:00.000,NaN,NaN,Evening session
2534,3051,0,47.0,2,0,1,0,1,1684,0,6613,07:00:00.000,Morning session,NaN,NaN
2535,3052,1,94.0,5,0,0,1,1,4176,1,615,14:15:00.000,NaN,Day session,NaN
2536,3053,1,49.0,4,0,1,0,0,7740,1,4465,08:42:00.000,Morning session,NaN,NaN
2537,3054,0,39.0,2,0,1,0,1,8319,0,3995,22:30:00.000,NaN,NaN,Evening session
2538,3055,1,21.0,2,0,0,1,0,1869,0,7964,06:15:00.000,Morning session,NaN,NaN
2539,3056,0,37.0,1,0,1,0,0,5113,1,7535,07:00:00.000,Morning session,NaN,NaN
2540,3057,Не указан,63.0,1,0,0,1,1,6940,1,8003,14:00:00.000,NaN,Day session,NaN
2541,3058,1,38.0,1,0,0,1,1,8323,0,3348,21:00:00.000,NaN,NaN,Evening session
2542,3059,1,56.0,2,0,1,0,1,8540,0,2291,22:30:00.000,NaN,NaN,Evening session
2543,3060,1,54.0,5,0,1,0,0,9711,1,726,06:00:00.000,Morning session,NaN,NaN
2544,3061,0,22.0,1,0,1,0,1,8285,0,2428,07:00:00.000,Morning session,NaN,NaN
2545,3062,Не указан,70.0,5,0,1,0,1,1043,1,4035,15:30:00.000,NaN,Day session,NaN
2546,3063,Не указан,0.0,2,0,0,1,0,948,1,9291,21:00:00.000,NaN,NaN,Evening session
2547,3064,1,89.0,3,1,0,0,0,5268,1,3460,15:30:00.000,NaN,Day session,NaN
2548,3065,0,77.0,5,0,1,0,1,8596,1,938,15:30:00.000,NaN,Day session,NaN
2549,3067,0,70.0,2,0,1,0,0,4405,1,4130,22:30:00.000,NaN,NaN,Evening session
2550,3069,Не указан,6.0,2,1,0,0,0,4198,1,8029,21:00:00.000,NaN,NaN,Evening session
2551,3070,Не указан,100.0,4,0,0,1,0,9952,1,6475,22:15:00.000,NaN,NaN,Evening session
2552,3071,Не указан,24.0,2,0,1,0,1,9123,1,2415,14:15:00.000,NaN,Day session,NaN
2553,3072,Не указан,10.0,3,0,0,1,1,5661,0,2354,07:30:00.000,Morning session,NaN,NaN
2554,3073,0,28.0,3,0,0,1,0,6334,0,9036,15:30:00.000,NaN,Day session,NaN
2555,3074,1,95.0,0,1,0,0,0,2640,0,3463,21:00:00.000,NaN,NaN,Evening session
2556,3075,Не указан,15.0,0,0,1,0,1,200,0,3743,23:42:00.000,NaN,NaN,Evening session
2557,3076,1,11.0,3,0,1,0,1,1589,0,7517,14:00:00.000,NaN,Day session,NaN
2558,3078,Не указан,83.0,0,0,1,0,1,9279,1,3473,21:00:00.000,NaN,NaN,Evening session
2559,3079,1,82.0,3,0,0,1,1,9628,1,9321,14:00:00.000,NaN,Day session,NaN
2560,3080,1,83.0,2,0,1,0,0,9563,1,443,15:00:00.000,NaN,Day session,NaN
2561,3081,0,6.0,1,1,0,0,0,184,0,1750,14:15:00.000,NaN,Day session,NaN
2562,3082,Не указан,12.0,2,0,1,0,0,1495,0,8378,15:30:00.000,NaN,Day session,NaN
2563,3084,1,21.0,2,1,0,0,0,4604,1,4401,08:42:00.000,Morning session,NaN,NaN
2564,3085,0,100.0,1,0,0,1,0,5440,0,1125,06:15:00.000,Morning session,NaN,NaN
2565,3086,Не указан,79.0,2,0,1,0,0,366,1,8598,06:00:00.000,Morning session,NaN,NaN
2566,3087,1,57.0,5,0,1,0,0,8359,1,6100,21:00:00.000,NaN,NaN,Evening session
2567,3088,0,19.0,3,0,0,1,0,825,1,554,07:00:00.000,Morning session,NaN,NaN
2568,3089,0,50.0,2,1,0,0,0,5957,1,1524,06:00:00.000,Morning session,NaN,NaN
2569,3090,0,61.0,3,0,0,1,0,8489,0,2556,14:15:00.000,NaN,Day session,NaN
2570,3091,0,62.0,2,0,0,1,0,7462,0,374,21:00:00.000,NaN,NaN,Evening session
2571,3092,0,4.0,5,0,1,0,1,4199,1,9532,21:00:00.000,NaN,NaN,Evening session
2572,3093,0,18.0,4,0,1,0,0,9046,0,4562,14:15:00.000,NaN,Day session,NaN
2573,3094,1,40.0,2,0,0,1,1,6066,0,274,07:00:00.000,Morning session,NaN,NaN
2574,3096,0,35.0,2,0,1,0,0,631,1,5468,07:00:00.000,Morning session,NaN,NaN
2575,3097,Не указан,63.0,5,0,0,1,0,1056,1,3345,22:15:00.000,NaN,NaN,Evening session
2576,3098,0,45.0,3,0,1,0,1,1922,1,3878,14:15:00.000,NaN,Day session,NaN
2577,3099,1,18.0,3,1,0,0,0,3841,1,6721,21:00:00.000,NaN,NaN,Evening session
2578,3102,0,53.0,5,0,0,1,0,4687,0,4334,07:30:00.000,Morning session,NaN,NaN
2579,3103,0,61.0,0,0,1,0,1,8683,0,8498,15:34:00.000,NaN,Day session,NaN
2580,3104,0,8.0,3,0,0,1,0,8266,1,2125,21:00:00.000,NaN,NaN,Evening session
2581,3105,1,26.0,5,1,0,0,0,6313,1,3090,15:00:00.000,NaN,Day session,NaN
2582,3106,1,54.0,4,0,1,0,1,4622,1,3785,08:42:00.000,Morning session,NaN,NaN
2583,3107,0,60.0,4,0,0,1,0,8371,0,9193,23:42:00.000,NaN,NaN,Evening session
2584,3109,0,29.0,4,0,0,1,1,5408,1,5279,15:34:00.000,NaN,Day session,NaN
2585,3110,1,62.0,1,0,1,0,0,6279,0,8987,06:15:00.000,Morning session,NaN,NaN
2586,3111,0,19.0,5,0,1,0,1,9328,1,7142,07:30:00.000,Morning session,NaN,NaN
2587,3112,1,6.0,4,0,1,0,0,6324,0,8791,06:15:00.000,Morning session,NaN,NaN
2588,3113,1,63.0,5,0,1,0,0,8741,1,920,14:00:00.000,NaN,Day session,NaN
2589,3114,1,74.0,1,0,0,1,1,9965,1,1265,14:00:00.000,NaN,Day session,NaN
2590,3116,0,74.0,3,0,1,0,1,6965,1,6763,06:00:00.000,Morning session,NaN,NaN
2591,3117,Не указан,76.0,3,0,0,1,0,5865,0,4337,14:00:00.000,NaN,Day session,NaN
